episode,timestep,reward
2723,2724000,467.5
2725,2726000,467.0
2727,2728000,467.5
2729,2730000,467.5
2731,2732000,467.5
2733,2734000,467.5
2735,2736000,467.5
2737,2738000,467.5
2739,2740000,467.5
2741,2742000,466.5
2743,2744000,467.5
2745,2746000,467.5
2747,2748000,467.5
2749,2750000,467.5
2751,2752000,467.5
2753,2754000,467.5
2755,2756000,467.5
2757,2758000,467.5
2759,2760000,467.5
2761,2762000,467.5
2763,2764000,467.5
2765,2766000,467.5
2767,2768000,467.5
2769,2770000,467.5
2771,2772000,467.5
2773,2774000,467.5
2775,2776000,467.5
2777,2778000,467.5
2779,2780000,467.5
2781,2782000,467.5
2783,2784000,467.5
2785,2786000,467.5
2787,2788000,467.5
2789,2790000,467.5
2791,2792000,467.5
2793,2794000,467.5
2795,2796000,467.5
2797,2798000,467.5
2799,2800000,467.5
2801,2802000,467.5
2803,2804000,467.5
2805,2806000,467.5
2807,2808000,467.5
2809,2810000,467.5
2811,2812000,467.5
2813,2814000,467.5
2815,2816000,467.5
2817,2818000,467.5
2819,2820000,467.5
2821,2822000,467.5
2823,2824000,467.5
2825,2826000,467.5
2827,2828000,467.5
2829,2830000,467.5
2831,2832000,467.5
2833,2834000,467.5
2835,2836000,467.5
2837,2838000,467.5
2839,2840000,467.5
2841,2842000,467.5
2843,2844000,467.5
2845,2846000,467.5
2847,2848000,467.5
2849,2850000,467.5
2851,2852000,467.5
2853,2854000,467.5
2855,2856000,467.5
2857,2858000,467.5
2859,2860000,467.5
2861,2862000,467.5
2863,2864000,467.5
2865,2866000,467.5
2867,2868000,467.0
2869,2870000,467.5
2871,2872000,467.5
2873,2874000,467.5
2875,2876000,467.5
2877,2878000,467.5
2879,2880000,467.5
2881,2882000,467.5
2883,2884000,467.0
2885,2886000,467.5
2887,2888000,467.5
2889,2890000,467.5
2891,2892000,467.5
2893,2894000,467.5
2895,2896000,467.5
2897,2898000,467.5
2899,2900000,467.5
2901,2902000,467.5
2903,2904000,467.5
2905,2906000,467.5
2907,2908000,467.5
2909,2910000,467.0
2911,2912000,467.5
2913,2914000,467.5
2915,2916000,467.5
2917,2918000,467.5
2919,2920000,467.5
2921,2922000,467.5
2923,2924000,467.5
2925,2926000,467.5
2927,2928000,467.5
2929,2930000,467.5
2931,2932000,467.5
2933,2934000,467.5
2935,2936000,467.5
2937,2938000,467.5
2939,2940000,467.5
2941,2942000,467.5
2943,2944000,467.5
2945,2946000,467.5
2947,2948000,467.5
2949,2950000,466.5
2951,2952000,467.5
2953,2954000,467.5
2955,2956000,467.5
2957,2958000,467.5
2959,2960000,467.5
2961,2962000,467.5
2963,2964000,467.5
2965,2966000,466.5
2967,2968000,467.5
2969,2970000,467.5
2971,2972000,467.5
2973,2974000,467.5
2975,2976000,467.5
2977,2978000,467.5
2979,2980000,467.5
2981,2982000,467.5
2983,2984000,467.5
2985,2986000,467.5
2987,2988000,467.0
2989,2990000,467.0
2991,2992000,467.0
2993,2994000,467.5
2995,2996000,467.5
2997,2998000,467.5
2999,3000000,467.5
